bibliography.congress classifications_bibliography.languages_bibliography.title_bibliography.type_metadata.downloads_metadata.id_metadata.rank_bibliography.author.birth_bibliography.author.death_bibliography.author.name_bibliography.publication.day_bibliography.publication.full_bibliography.publication.month_bibliography.publication.month name_bibliography.publication.year_metadata.formats.total_metrics.difficulty.automated readability index_metrics.difficulty.coleman liau index_metrics.difficulty.dale chall readability score_metrics.difficulty.difficult words_metrics.difficulty.flesch kincaid grade_metrics.difficulty.flesch reading ease_metrics.difficulty.gunning fog_metrics.difficulty.linsear write formula_metrics.difficulty.smog index_metrics.sentiments.polarity_metrics.sentiments.subjectivity_metrics.statistics.average letter per word_metrics.statistics.average sentence length_metrics.statistics.average sentence per word_metrics.statistics.characters_metrics.statistics.polysyllables_metrics.statistics.sentences_metrics.statistics.syllables_metrics.statistics.words
PS_en_Tarzan of the Apes_Text_1336_78_241_1875_1950_Burroughs, Edgar Rice_23_June 23, 2008_6_June_2008_7_11.4_10.73_6.06_7727_8.7_68.1_10_53_3.1_0.074738596592611_0.488934399158539_4.83_20_0.05_412646_1822_4234_116465.4_85520
HV_en_Southern Horrors: Lynch Law in All Its Phases_Text_1333_14975_242_1862_1931_Wells-Barnett, Ida B._8_February 8, 2005_2_February_2005_7_12.6_11.31_7.43_1687_10.3_58.62_10.4_11.5_3.1_0.038126415049841_0.413743663183736_4.93_21_0.05_47665_398_448_14031_9664
PG_en_Uncle Vanya: Scenes from Country Life in Four Acts_Text_1333_1756_243_1860_1904_Chekhov, Anton Pavlovich_1_May, 1999_5_May_1999_7_6.1_8.62_6.01_1902_4_85.69_6.4_14_3.1_0.056595112375639_0.549442911574513_4.67_11_0.09_76783_347_1495_21947.4_16449
PQ_en_The Social Cancer: A Complete English Version of Noli Me Tangere_Text_1333_6737_244_1861_1896_Rizal, Jose_17_June 17, 2007_6_June_2007_9_11.2_11.26_6.13_17329_8.3_69.11_9.6_8.5_3.1_0.078507453679117_0.475842013071263_4.92_19_0.05_864628_5781_9251_248754.6_175846
PQ_en_Gargantua and Pantagruel_Text_1328_1200_245_0_0_Rabelais, Francois_8_August 8, 2004_8_August_2004_7_15.1_11.09_6.6_32916_11.5_60.99_12.8_5.5_3.1_0.146353827142644_0.508054168218924_4.84_27_0.04_1548310_9558_11605_443115_319655
BV_en_The Pursuit of God_Text_1328_25141_246_1897_1963_Tozer, A. W. (Aiden Wilson)_23_April 23, 2008_4_April_2008_8_10_9.4_6.47_3498_8.3_69.11_9.6_8.5_3.1_0.115721337082401_0.476861798907064_4.6_19_0.05_134387_795_1501_39607.2_29217
KF,JK_en_The Federalist Papers_Text_1327_1404_247_1745_1829_Jay, John_1_July, 1998_7_July_1998_8_19.2_13.24_6.25_12556_15.8_39_14.8_15.5_11.2_0.106195263526426_0.451262281233237_5.16_32_0.03_991913_14140_5901_303713.1_192349
PR_en_The Life and Opinions of Tristram Shandy, Gentleman_Text_1326_1079_248_1713_1768_Sterne, Laurence_1_October, 1997_10_October_1997_7_19.5_12.08_7.28_21613_14.6_52.87_16_18_8.8_0.114569166475575_0.474252018959063_4.96_35_0.03_886874_6319_5096_250581.6_178843
PR_en_The Ladies Delight_Text_1322_14005_249_0_0_Anonymous_10_November 10, 2004_11_November_2004_7_25.2_12.84_9.02_972_17.3_51.18_20_6.5_3.1_0.20972126173384_0.517178054882458_5.04_45_0.02_24516_55_106_6429.6_4863
DG_en_The Lives of the Twelve Caesars, Complete_Text_1317_6400_250_0_0_Suetonius_22_October 22, 2006_10_October_2006_7_16.7_12.49_6.44_20876_13_51.52_13.2_8_8.8_0.107777527416855_0.459407876839692_5.03_28_0.03_1173111_9332_8098_342845.1_233339
PS,E660_en_Roughing It_Text_1313_3177_251_1835_1910_Twain, Mark_18_August 18, 2006_8_August_2006_7_12.8_10.91_6.49_17982_9.9_65.05_11.2_8.5_3.1_0.074370288321124_0.477500610630563_4.81_23_0.04_798587_5364_7156_230879.7_166160
PS_en_Second Variety_Text_1308_32032_252_1928_1982_Dick, Philip K._17_April 17, 2010_4_April_2010_7_6_9.47_5.82_1772_2.5_89.75_4.8_5_3.1_-0.000662928497949_0.42875313563886_5.02_7_0.13_76487_197_2021_20152.8_15237
_en_Bridge Crossing_Text_1308_51241_253_1915_2003_Dryfoos, Dave_17_February 17, 2016_2_February_2016_8_7.9_10.66_7.16_914_5.2_77.23_6.4_5_3.1_0.029179972411961_0.498700494907392_4.97_11_0.08_24095_97_407_6589.8_4852
PJ_en_The Thousand and One Nights, Vol. I.: Commonly Called the Arabian Nights' Entertainments_Text_1307_34206_254_0_0_Unknown_3_November 3, 2010_11_November_2010_9_14.6_10.68_6.08_18372_11.5_60.99_12.8_17_3.1_0.104609906929003_0.448910440495831_4.77_27_0.04_1253534_6782_9692_358387.2_262842
B_en_The Consolation of Philosophy_Text_1306_14328_255_480_524_Boethius_11_December 11, 2004_12_December_2004_8_13.2_11.61_6.81_5627_9.5_66.07_10.8_7.5_3.1_0.140213014708007_0.526351358264999_4.93_22_0.04_210578_1322_1877_59319_42688
CR_en_A Complete Guide to Heraldry_Text_1306_41617_256_1871_1928_Fox-Davies, Arthur Charles_13_December 13, 2012_12_December_2012_8_15.6_12.36_6.17_21310_11.1_62.01_12.4_7_8.8_0.053434836123624_0.414526607085762_5.06_26_0.04_1366469_10886_10203_384529.5_270070
PZ,PT_de_Max und Moritz: Eine Bubengeschichte in sieben Streichen_Text_1302_17161_257_1832_1908_Busch, Wilhelm_21_December 21, 2005_12_December_2005_7_13.7_17.1_7.57_537_5.6_76.22_6.8_7.5_3.1_0.733333333333333_0.673333333333333_6.08_12_0.08_15431_123_196_3434.4_2540
PA,PN_en_The Poetics of Aristotle_Text_1300_1974_258_-384_-322_Aristotle_1_November, 1999_11_November_1999_7_13_11.67_7.14_2307_10.7_57.61_10.8_8.5_3.1_0.081525083943357_0.460538828954176_4.94_22_0.04_74594_659_676_22528.8_15111
PT_en_Ghosts_Text_1295_8121_259_1828_1906_Ibsen, Henrik_1_May, 2005_5_May_2005_8_7_9.84_5.96_2807_3.7_86.71_6_8_3.1_0.086202524540202_0.513334145319191_4.88_10_0.09_118219_460_2234_31847.4_24250
PZ_en_Struwwelpeter: Merry Stories and Funny Pictures_Text_1290_12116_260_1809_1894_Hoffmann, Heinrich_23_April 23, 2004_4_April_2004_7_9.6_9.97_6.25_265_5.2_88.06_8.8_8_3.1_0.001468254736898_0.556096057982422_4.75_17_0.06_11231_13_136_2847.6_2362
PS_en_Youth_Text_1287_31547_261_1920_1992_Asimov, Isaac_7_March 7, 2010_3_March_2010_7_6.6_9.89_6.24_1376_3.3_87.72_5.6_4.5_3.1_0.047899235076792_0.468750064960291_4.94_9_0.1_49777_323_1057_13467.6_10067
PR_en_Plain Tales from the Hills_Text_1284_1858_262_1865_1936_Kipling, Rudyard_1_August, 1999_8_August_1999_7_10.2_10.33_6.43_8643_7.9_70.13_9.2_28_3.1_0.066778361814339_0.479631805589423_4.76_18_0.05_340924_1853_3895_96805.8_71634
PR_en_The Invisible Man: A Grotesque Romance_Text_1283_5230_263_1866_1946_Wells, H. G. (Herbert George)_7_October 7, 2004_10_October_2004_7_8.1_10.26_6.21_5919_4.8_83.66_7.2_6.5_3.1_0.010355562539028_0.479615092667572_4.85_13_0.07_235353_1387_3601_65285.1_48484
B_en_Utilitarianism_Text_1282_11224_264_1806_1873_Mill, John Stuart_22_February 22, 2004_2_February_2004_7_21.6_12.37_7.53_3509_16.9_41.37_17.2_7.5_11.2_0.134493847980828_0.481229495193145_5.01_38_0.03_138340_1745_709_42696_27608
PC_pt_Novo dicionário da língua portuguesa_Text_1277_31552_265_1846_1925_Figueiredo, Candido de_2_April 2, 2010_4_April_2010_7_14.5_19.9_6.97_331402_7.2_55.91_4.8_16.5_3.1_-0.025250851526127_0.590080362768135_6.87_7_0.14_12051675_201302_243657_2952951.3_1753991
PR_en_Beasts and Super-Beasts_Text_1276_269_266_1870_1916_Saki_26_December 26, 2011_12_December_2011_6_11.9_11.49_6.83_8800_8.3_69.11_9.6_10.5_3.1_0.074860953452271_0.485130300032708_4.96_19_0.05_305894_2222_3109_88214.4_61732
_en_The History of Prostitution: Its Extent, Causes, and Effects throughout the World_Text_1267_41873_267_0_0_Sanger, William W._19_January 19, 2013_1_January_2013_9_15.4_13.64_6.14_24144_11.1_56.59_11.2_8.5_8.8_0.076057345991342_0.454502752469637_5.28_23_0.04_1471906_17359_11649_428318.1_278921
PQ_en_A Journey to the Centre of the Earth_Text_1263_18857_268_1828_1905_Verne, Jules_18_July 18, 2006_7_July_2006_8_9.9_10.84_6.08_8965_7.2_72.16_8.4_13_3.1_0.096064302067355_0.541380206177393_4.9_16_0.06_419936_3084_5180_122377.5_85773
Z_en_A Classification and Subject Index for Cataloguing and Arranging the Books and Pamphlets of a Library_Text_1244_12513_269_1851_1931_Dewey, Melvil_4_June 4, 2004_6_June_2004_8_18.5_18.22_8.29_3518_9.5_66.07_10.8_12_11.2_0.061562911198834_0.276289678912905_6.07_22_0.04_94731_1577_687_22445.1_15596
HB_en_The Theory of the Leisure Class_Text_1244_833_270_1857_1929_Veblen, Thorstein_1_March, 1997_3_March_1997_8_20.2_13.94_6.51_8251_16.2_37.98_15.2_20_13_0.106552538937711_0.44595270339411_5.28_33_0.03_556401_9667_3144_173621.7_105351
PR_en_Ivanhoe: A Romance_Text_1241_82_271_1771_1832_Scott, Walter_1_September, 1993_9_September_1993_7_15.5_11.84_6.53_18875_11.5_60.99_12.8_11_3.1_0.122641620396112_0.509573254721075_4.97_27_0.04_951286_5260_7062_268434_191430
PQ_en_Notre-Dame De Paris_Text_1239_2610_272_1802_1885_Hugo, Victor_1_April, 2001_4_April_2001_8_10.9_11.13_6.08_18137_7.9_70.13_9.2_17.5_3.1_0.084776225813325_0.502663933543448_4.95_18_0.06_912590_5317_10206_258438.6_184390
DS_en_Lineage, Life and Labors of José Rizal, Philippine Patriot_Text_1239_6867_273_1872_0_Craig, Austin_18_June 18, 2004_6_June_2004_7_17.2_12.95_7.21_8484_13.4_50.5_13.6_15.5_8.8_0.112444644336212_0.436531297398908_5.11_29_0.03_320812_3307_2148_95508.9_62725
PR_en_The Valley of Fear_Text_1230_3289_274_1859_1930_Doyle, Arthur Conan_1_June, 2002_6_June_2002_7_7.4_8.98_5.91_5759_5.2_82.65_7.6_8_3.1_0.084159656419298_0.487437866734455_4.63_14_0.07_266455_1051_4101_75433.5_57508
PR_en_The Island of Doctor Moreau_Text_1229_159_275_1866_1946_Wells, H. G. (Herbert George)_14_October 14, 2004_10_October_2004_7_8.8_9.97_6.27_5225_6.8_73.17_8_2.5_3.1_-0.010118738480414_0.461925857373318_4.75_15_0.06_206998_1263_2788_59257.8_43581
PZ,PR_en_Alice's Adventures in Wonderland: Illustrated by Arthur Rackham. With a Proem by Austin Dobson_Text_1229_28885_276_1832_1898_Carroll, Lewis_19_May 19, 2009_5_May_2009_9_9.5_9.74_5.95_2533_6.4_79.6_8.8_13_3.1_0.036748615759133_0.498010705747726_4.71_17_0.06_128331_384_1551_35064.9_27270
_en_The Man Outside_Text_1218_51337_277_1922_2000_Smith, Evelyn E._1_March 1, 2016_3_March_2016_7_9.1_11.19_7_1119_6_75.2_7.2_6.5_3.1_0.094326147125517_0.51202252416118_5.01_13_0.07_32572_207_469_9179.1_6497
PS_en_The Last of the Mohicans; A narrative of 1757_Text_1215_940_278_1789_1851_Cooper, James Fenimore_5_February 5, 2006_2_February_2006_8_14.4_11.38_6.2_12382_10.7_63.02_12_15_3.1_0.07558948264223_0.490524873271747_4.89_25_0.04_725414_4168_5774_208991.7_148235
PZ,PQ_en_The Adventures of Pinocchio_Text_1214_500_279_1826_1890_Collodi, Carlo_12_January 12, 2006_1_January_2006_7_6.8_8.51_5.52_3129_4.8_83.66_7.2_5_3.1_0.062806124926797_0.522886589833726_4.6_13_0.08_183332_326_3032_50501.7_39863
PR_en_The Spectator, Volumes 1, 2 and 3: With Translations and Index for the Series_Text_1207_12030_280_1672_1729_Steele, Richard, Sir_14_April 14, 2004_4_April_2004_9_17_11.27_6.09_55817_13_56.93_14.4_5.5_8.8_0.155667401186943_0.499536924704209_4.82_31_0.03_4618241_31307_30491_1333590.3_957892
PR_en_The Jungle Book_Text_1207_35997_281_1865_1936_Kipling, Rudyard_30_April 30, 2011_4_April_2011_9_9.3_9.28_5.99_4780_6.8_78.59_9.2_8_3.1_0.035618567744969_0.453715582188195_4.58_18_0.05_237540_582_2819_65060.1_51825
_en_The Sense of Wonder_Text_1207_51296_282_1928_2008_Marlowe, Stephen_24_February 24, 2016_2_February_2016_8_7.4_9.85_6.35_792_4.4_84.68_6.8_6.5_3.1_0.0383390046309_0.492279124416487_4.83_12_0.08_28513_106_489_7807.5_5909
NK_en_China and Pottery Marks_Text_1201_40311_283_0_0_Unknown_24_July 24, 2012_7_July_2012_9_16.1_21.71_6.38_385_6_64.37_4.8_11_8.8_-0.02114583801435_0.347283137854071_7.13_7_0.13_18090_369_321_4016.7_2537
PA_en_Aesop's Fables; a new translation_Text_1199_11339_284_0_0_Aesop_27_February 27, 2004_2_February_2004_8_12.3_8.71_6.31_3770_8.3_79.94_12_8.5_3.1_0.073343035305962_0.481521781885861_4.43_25_0.04_183612_414_1611_51365.7_41425
PS_en_Essays by Ralph Waldo Emerson_Text_1194_16643_285_1803_1882_Emerson, Ralph Waldo_4_September 4, 2005_9_September_2005_8_11.1_11.31_6.71_12787_7.9_70.13_9.2_12_3.1_0.163064234905181_0.492184720831713_4.98_18_0.06_461494_3622_5124_132345_92705
TT_en_Encyclopedia of Needlework_Text_1194_20776_286_1846_1890_Dillmont, Therese de_8_March 8, 2007_3_March_2007_9_11.4_10.33_1.59_5361_6.4_85.02_10_7.5_3.1_0.021613640656212_0.313718038187523_4.76_20_0.05_672756_3638_6801_170281.8_141340
PR_enm_Chaucer's Works, Volume 4 (of 7) — The Canterbury Tales_Text_1176_22120_287_1342_1400_Chaucer, Geoffrey_22_July 22, 2007_7_July_2007_7_10.6_9.23_5.91_18678_6.8_84_10.4_8_3.1_0.184973484148668_0.548842806676803_4.57_21_0.05_1091798_1824_11379_287482.5_239084
PS_en_White Fang_Text_1174_910_288_1876_1916_London, Jack_16_March 16, 2005_3_March_2005_7_8.4_9.68_5.89_6871_5.6_81.63_8_7.5_3.1_0.040974784782358_0.425891595496273_4.7_15_0.06_338321_1563_4671_95713.2_72017
PS_en_Mosses from an Old Manse, and Other Stories_Text_1173_512_289_1804_1864_Hawthorne, Nathaniel_1_April, 1996_4_April_1996_7_13.3_11.73_6.71_9154_9.5_66.07_10.8_27.5_3.1_0.110455082820544_0.524242213540749_4.95_22_0.04_361648_2522_3199_104785.2_73036
PR_en_The Mayor of Casterbridge_Text_1172_143_290_1840_1928_Hardy, Thomas_28_May 28, 2007_5_May_2007_7_10.5_10.67_6.17_12316_7.6_71.14_8.8_13_3.1_0.068793484741066_0.465342099095133_4.87_17_0.06_560649_3552_6411_158434.2_115151
PR_en_Shakespearean Tragedy: Lectures on Hamlet, Othello, King Lear, Macbeth_Text_1171_16966_291_1851_1935_Bradley, A. C. (Andrew Cecil)_30_October 30, 2005_10_October_2005_8_13.2_11.49_6.1_14305_9.9_65.05_11.2_3.5_3.1_0.063620060578238_0.513339048685992_4.91_23_0.04_839782_6305_7435_240709.5_171017
PS_en_The Waste Land_Text_1169_1321_292_1888_1965_Eliot, T. S. (Thomas Stearns)_1_January 1, 1922_1_January_1922_7_11.1_11.2_8.04_1039_6.8_78.59_9.2_10.5_3.1_0.019871787343749_0.49213501137581_4.91_18_0.05_22985_101_249_6204.6_4678
PS_en_My Antonia_Text_1169_242_293_1873_1947_Cather, Willa_8_July 8, 2008_7_July_2008_6_8.4_9.1_5.9_7589_6_80.62_8.4_5.5_3.1_0.076053885388493_0.466176446459264_4.6_16_0.06_374190_1318_4997_106157.7_81320
PL_tl_Florante at Laura_Text_1165_15845_294_1788_1862_Balagtas, Francisco_17_May 17, 2005_5_May_2005_6_14.2_16.12_8.79_6128_9.5_55.24_8.4_10.5_8.8_0.308680611086967_0.409022556390977_5.81_16_0.06_129058_1946_1343_35552.7_22198
B,PA_en_Apology_Text_1165_1656_295_-428_-348_Plato_1_February, 1999_2_February_1999_7_13.7_9.12_6.9_1963_11.5_60.99_12.8_19.5_3.1_0.108373102256167_0.55581134942886_4.5_27_0.04_72343_450_576_21857.4_16077
PS_en_Bartleby, the Scrivener: A Story of Wall-Street_Text_1163_11231_296_1819_1891_Melville, Herman_23_February 23, 2004_2_February_2004_6_10.7_10.9_7.35_2562_7.9_70.13_9.2_8.5_3.1_0.059745308671007_0.494035547668062_4.91_18_0.06_70425_560_796_20652.3_14355
PR_en_Far from the Madding Crowd_Text_1158_27_297_1840_1928_Hardy, Thomas_1_March, 1992_3_March_1992_6_9.6_10.26_5.95_13224_6_80.62_8.4_18_3.1_0.068166235744819_0.486584455198985_4.8_16_0.06_657644_3380_8184_184919.4_137083
DG_en_History of the Decline and Fall of the Roman Empire — Volume 1_Text_1156_731_298_1737_1794_Gibbon, Edward_1_November, 1996_11_November_1996_6_15.4_13.41_6.16_22459_11.5_55.58_11.6_7_8.8_0.118602221301488_0.487860112543393_5.24_24_0.04_1390693_13966_10974_408169.8_265618
PG_en_The Lady with the Dog and Other Stories_Text_1151_13415_299_1860_1904_Chekhov, Anton Pavlovich_9_September 9, 2004_9_September_2004_8_9.3_9.92_6.07_7396_7.2_72.16_8.4_26_3.1_0.05545967187336_0.522834379719317_4.74_16_0.06_338067_1872_4269_96430.5_71379
GR_en_Filipino Popular Tales_Text_1151_8299_300_0_0_Unknown_1_June, 2005_6_June_2005_8_8.7_9.57_5.57_14994_6_80.62_8.4_8.5_3.1_0.088010310871605_0.472087278444361_4.68_16_0.06_972186_4602_12825_274944.6_207843
DS_en_Antiquities of the Jews_Text_1148_2848_301_37_0_Josephus, Flavius_1_October, 2001_10_October_2001_7_24.7_10.58_2.98_20405_19.6_39.68_21.2_18_8.8_0.153806146209936_0.497242833190458_4.65_48_0.02_2498225_14605_11074_729858.6_536947
PR_en_The Secret Agent: A Simple Tale_Text_1142_974_302_1857_1924_Conrad, Joseph_24_December 24, 2010_12_December_2010_7_9.7_11.08_6.16_10187_6.8_73.17_8_5.5_3.1_0.035683564693756_0.506373148242039_4.94_15_0.06_445318_3617_5740_128408.4_90158
PS_en_The Raven_Text_1140_17192_303_1809_1849_Poe, Edgar Allan_30_November 30, 2005_11_November_2005_9_14.2_12.94_8.11_1533_10.7_57.61_10.8_11_3.1_0.137778286303924_0.527597610973063_5.21_22_0.05_37227_231_323_10468.8_7148
PA_en_The Iliad_Text_1134_2199_304_-750_-650_Homer_1_June, 2000_6_June_2000_6_15.2_9.24_6.05_8456_11.8_65.39_14.4_18_3.1_0.128091314810529_0.519804399014607_4.47_31_0.03_682552_1629_4904_192713.4_152699
PS_en_The Mysterious Stranger, and Other Stories_Text_1133_3186_305_1835_1910_Twain, Mark_19_August 19, 2006_8_August_2006_7_10.1_9.17_6.38_4602_7.6_76.56_10_9_3.1_0.075240286126371_0.511694975521949_4.56_20_0.05_188854_873_2056_54099.9_41382
_en_How?: or Spare Hours Made Profitable for Boys and Girls_Text_1131_51315_306_0_0_Holbrook, Kennedy_27_February 27, 2016_2_February_2016_7_14.6_10.33_6.32_5698_10.3_69.45_12.8_9_3.1_0.091891026094891_0.440420888682886_4.71_27_0.04_314506_1765_2408_89484.3_66801
PR_en_Laura Middleton; Her Brother and her Lover_Text_1129_28522_307_0_0_Anonymous_6_April 6, 2009_4_April_2009_6_18.8_10.17_6.86_2926_15_51.86_16.4_13.5_8.8_0.160562675869066_0.531869029172614_4.63_36_0.03_148482_979_870_44698.5_32104
PR_en_Biographia Literaria_Text_1129_6081_308_1772_1834_Coleridge, Samuel Taylor_1_July, 2004_7_July_2004_7_18.2_12.72_7.13_17126_14.2_48.47_14.4_15.5_8.8_0.11540926757827_0.484252059510703_5.07_31_0.03_700675_7350_4385_206887.5_138336
E300_en_Incidents in the Life of a Slave Girl, Written by Herself_Text_1128_11030_309_1813_1897_Jacobs, Harriet A. (Harriet Ann)_11_February 11, 2004_2_February_2004_6_7.8_8.47_5.71_6781_6_80.62_8.4_4.5_3.1_0.097298505020518_0.510780984569498_4.49_16_0.06_374348_1589_5135_108753.3_83341
PN_en_How To Write Special Feature Articles: A Handbook for Reporters, Correspondents and Free-Lance Writers Who Desire to Contribute to Popular Magazines and Magazine Sections of Newspapers_Text_1125_15718_310_1873_1935_Bleyer, Willard Grosvenor_26_April 26, 2005_4_April_2005_8_12.8_11.95_6.43_15250_10.3_58.62_10.4_19_3.1_0.129457633312667_0.46347603067908_5.04_21_0.05_693048_6028_6541_201474_137575
PR_en_The Pickwick Papers_Text_1121_580_311_1812_1870_Dickens, Charles_1_January 1, 1837_1_January_1837_7_10.5_11.66_5.7_24135_7.2_72.16_8.4_4.5_3.1_0.100545067513553_0.48841086397127_5.04_16_0.06_1506646_9763_18247_411440.4_299047
PS_en_The House of Mirth_Text_1119_284_312_1862_1937_Wharton, Edith_3_April 3, 2008_4_April_2008_6_11.9_10.79_6.3_13251_9.1_67.08_10.4_13_3.1_0.069781211201948_0.505639623509844_4.84_21_0.05_625538_4426_6119_179807.4_129161
PZ,PS_en_A Little Princess: Being the whole story of Sara Crewe now told for the first time_Text_1112_146_313_1849_1924_Burnett, Frances Hodgson_19_June 19, 2008_6_June_2008_7_7.9_9.21_5.63_5469_5.2_82.65_7.6_3_3.1_0.074776503174666_0.506392634143354_4.67_14_0.07_309635_1160_4500_86552.1_66353
_en_My Lady Greensleeves_Text_1106_51310_314_1919_2013_Pohl, Frederik_27_February 27, 2016_2_February_2016_8_8.2_10.66_6.58_2063_5.6_76.22_6.8_4.5_3.1_0.040453005754929_0.466813582713582_4.97_12_0.08_69042_370_1121_18801.9_13890
_en_1000 Mythological Characters Briefly Described: Adapted to Private Schools, High Schools and Academies_Text_1102_42474_315_1840_1916_Ellis, Edward Sylvester_7_April 7, 2013_4_April_2013_8_11.1_13.62_7.63_6551_7.2_66.74_7.2_8_3.1_-0.157863786865358_0.639797725800871_5.43_13_0.07_167669_1143_2213_46269_30889
PR_en_Women in Love_Text_1098_4240_316_1885_1930_Lawrence, D. H. (David Herbert)_1_July, 2003_7_July_2003_6_7.7_10.25_5.61_15780_5.6_76.22_6.8_0.5_3.1_0.071849889232787_0.520803462153251_4.9_12_0.08_884117_4736_14825_245943_180343
PT_en_An Enemy of the People_Text_1093_2446_317_1828_1906_Ibsen, Henrik_1_December, 2000_12_December_2000_6_7.3_9.9_5.86_3319_4_85.69_6.4_3.5_3.1_0.117290326604737_0.512780573294827_4.89_11_0.09_152190_821_2712_41225.4_31150
BF_en_Palmistry for All_Text_1089_20480_318_1866_1936_Cheiro_29_January 29, 2007_1_January_2007_8_14_11.38_6.3_3941_10.3_64.04_11.6_14.5_8.8_0.119119041564382_0.482332059361616_4.89_24_0.04_205806_1809_1692_59923.8_42101
BT_en_The Person and Work of The Holy Spirit_Text_1088_30241_319_1856_1928_Torrey, R. A. (Reuben Archer)_13_October 13, 2009_10_October_2009_10_10.8_8.88_5.72_4617_8.3_74.53_10.8_4.5_3.1_0.149121688953264_0.500263685294585_4.46_22_0.04_327452_1551_3272_95688.9_73464
PG_en_Best Russian Short Stories_Text_1085_13437_320_0_0_Unknown_11_September 11, 2004_9_September_2004_6_9.1_10.44_6.1_10383_6.8_73.17_8_2.5_3.1_0.068749545846625_0.501899814209535_4.83_15_0.06_459617_2724_6133_130599.9_95148
PT_de_Faust: Der Tragödie erster Teil_Text_1085_2229_321_1749_1832_Goethe, Johann Wolfgang von_1_June 2000_6_June_2000_7_10.6_13.96_6.87_5225_4_85.69_6.4_5_3.1_0.560976114334871_0.73546511627907_5.54_11_0.08_169792_747_2570_39503.7_30669
PR_en_The Thirty-Nine Steps_Text_1082_558_322_1875_1940_Buchan, John_1_June, 1996_6_June_1996_6_7.4_8.12_6.12_4507_5.6_81.63_8_18_3.1_0.067590018176612_0.449002284663316_4.43_15_0.06_181287_647_2568_52222.5_40956
PE_en_Webster's Unabridged Dictionary_Text_1076_29765_323_0_0_Various_22_August 22, 2009_8_August_2009_5_10_13.78_5.84_483557_6_69.79_6_9_3.1_-0.085361890585902_0.542471664904858_5.61_10_0.1_25029704_250291_443390_6532614_4462031
QA_en_Flatland: A Romance of Many Dimensions (Illustrated)_Text_1075_201_324_1838_1926_Abbott, Edwin Abbott_10_March 10, 2008_3_March_2008_7_15.8_11.9_7.33_5089_12.6_52.53_12.8_9_8.8_0.087746617165079_0.468566251145932_4.98_27_0.04_170145_1669_1243_49953.6_34135
PS_en_What Is Man? and Other Essays_Text_1073_70_325_1835_1910_Twain, Mark_1_June, 1993_6_June_1993_7_10.7_10.73_6.51_11842_7.9_70.13_9.2_5.5_3.1_0.111944813653376_0.481961085322527_4.83_18_0.05_456403_3394_5013_132125.4_94409
PQ_en_The History of Don Quixote, Volume 1, Complete_Text_1071_5921_326_1547_1616_Cervantes Saavedra, Miguel de_19_July 19, 2004_7_July_2004_9_24.9_10_7.13_14507_18.9_47.12_21.6_11_3.1_0.137783467353986_0.522827214545546_4.55_49_0.02_981016_4194_4334_286760.7_215835
PR_en_Right Ho, Jeeves_Text_1068_10554_327_1881_1975_Wodehouse, P. G. (Pelham Grenville)_29_June 29, 2007_6_June_2007_8_7.5_9.27_5.91_7596_4.8_83.66_7.2_4_3.1_0.092582859447318_0.506202678767732_4.73_13_0.08_349241_1540_5578_97176.6_73797
_en_Dr. Kometevsky's Day_Text_1066_51353_328_1910_1992_Leiber, Fritz_5_March 5, 2016_3_March_2016_7_9.6_12_7.49_1367_6_75.2_7.2_4.5_3.1_0.038589073041804_0.469616166280032_5.15_13_0.07_34655_235_497_9725.4_6735
PS_en_The Best American Humorous Short Stories_Text_1064_10947_329_0_0_Unknown_5_February 5, 2004_2_February_2004_7_10.9_11.02_6.53_13272_7.9_70.13_9.2_15_3.1_0.112796981754147_0.489059746153843_4.93_18_0.06_515461_3175_5766_144854.1_104548
PR_en_Silas Marner_Text_1064_550_330_1819_1880_Eliot, George_1_June, 1996_6_June_1996_7_13.7_10.39_6.53_7423_9.5_71.48_12_27.5_3.1_0.083736785196501_0.502345839897175_4.72_25_0.04_334752_1745_2741_94788_70933
PR_en_The Vampyre; a Tale_Text_1060_6087_331_1795_1821_Polidori, John William_1_July, 2004_7_July_2004_8_18.8_12.08_8.12_2278_13.8_54.9_15.2_11_8.8_0.088314722748316_0.451638659662096_4.96_33_0.03_62700_402_374_18044.1_12630
QC_en_Relativity : the Special and General Theory_Text_1053_5001_332_1879_1955_Einstein, Albert_1_February, 2004_2_February_2004_9_15.2_12.89_6.32_2945_11.5_55.58_11.6_7_8.8_0.09639077525351_0.4325514590953_5.15_24_0.04_160050_2331_1255_48009.6_31082
N_en_The Doré Bible Gallery, Complete: Containing One Hundred Superb Illustrations, and a Page of Explanatory Letter-press Facing Each_Text_1052_8710_333_0_0_Unknown_29_July 29, 2004_7_July_2004_8_11.2_9.12_6.16_3233_8.3_74.53_10.8_21_3.1_0.125457446209788_0.496738524507844_4.5_22_0.04_159818_471_1550_44600.4_35550
PE_en_The Literary World Seventh Reader_Text_1047_19721_334_0_0_Unknown_5_November 5, 2006_11_November_2006_8_10.3_10.38_6.35_11980_6.8_78.59_9.2_7.5_3.1_0.090769666656346_0.493002550054848_4.82_18_0.06_500270_2166_5752_139997.7_103797
PR_en_The Innocence of Father Brown_Text_1045_204_335_1874_1936_Chesterton, G. K. (Gilbert Keith)_6_July 6, 2008_7_July_2008_8_10.1_10.09_6.26_8649_7.9_70.13_9.2_26.5_3.1_0.0297122759177_0.472652096227845_4.77_18_0.06_376454_1817_4360_106863.3_78911
